INN,org_id,city,non_mat_assets_2024,fixed_assets_2024,rev_2024,cost_price_2024,tax_2024,percent_2024,profit_2024,non_mat_assets_2023,fixed_assets_2023,rev_2023,cost_price_2023,tax_2023,percent_2023,profit_2023,non_mat_assets_2022,fixed_assets_2022,rev_2022,cost_price_2022,tax_2022,percent_2022,profit_2022,non_mat_assets_2021,fixed_assets_2021,rev_2021,cost_price_2021,tax_2021,percent_2021,profit_2021,non_mat_assets_2020,fixed_assets_2020,rev_2020,cost_price_2020,tax_2020,percent_2020,profit_2020,non_mat_assets_2019,fixed_assets_2019,rev_2019,cost_price_2019,tax_2019,percent_2019,profit_2019
7810255553,5028116,Санкт-Петербург,,19127.0,2929335.0,2320267.0,-121303.0,0.0,451984.0,,23822.0,316038.0,251971.0,-11647.0,14.0,37644.0,,16114.0,58676.0,36767.0,-996.0,,-5800.0,,20745.0,117439.0,72568.0,-5224.0,,3076.0,,8567.0,107081.0,60688.0,-8566.0,900.0,9157.0,,10344.0,277069.0,223564.0,-11695.0,2055.0,-17984.0
1011005108,91738,Беломорск,,17459.0,101840.0,75747.0,,,-4452.0,,19184.0,95063.0,67856.0,,,-419.0,,14800.0,96815.0,69642.0,,,109.0,,7760.0,111822.0,76847.0,,,7354.0,,9177.0,99834.0,63813.0,,,9446.0,,5710.0,88724.0,62437.0,,,1888.0
5445005958,6019245,Бердск,1.0,136958.0,1441378.0,1024531.0,-34117.0,7622.0,182117.0,1.0,128819.0,3135029.0,2876699.0,-47052.0,8531.0,183205.0,2.0,77804.0,1593147.0,1546761.0,-11379.0,10405.0,7685.0,2.0,84007.0,1881629.0,1779479.0,-4286.0,2530.0,51586.0,3.0,67818.0,2730958.0,2607190.0,-8582.0,2173.0,102387.0,3.0,47329.0,1980270.0,1890701.0,-14013.0,4652.0,46963.0
2310111297,6320206,Краснодар,,435488.0,165862.0,184714.0,54312.0,179349.0,-133852.0,,135543.0,211510.0,204362.0,20046.0,82507.0,-81156.0,,114977.0,15542.0,19823.0,19768.0,93968.0,-81510.0,,84814.0,363535.0,310083.0,-3090.0,71472.0,10834.0,,1268.0,799285.0,697902.0,-15073.0,66202.0,58490.0,,1806.0,611783.0,539114.0,-7522.0,82883.0,29055.0
3250057750,611402,Брянск,,64.0,0.0,0.0,-4.0,,-20009.0,,191.0,6646.0,2132.0,-107.0,,47789.0,,1987.0,26456.0,,-1855.0,,-40750.0,,3494.0,3423.0,,,,-950.0,,40620.0,208585.0,191808.0,15206.0,,-19321.0,,17267.0,172753.0,142218.0,-308.0,,1078.0
2624022344,6808260,Буденновск,,3766.0,49246.0,34271.0,-6658.0,,72982.0,,2359.0,23199.0,967.0,-750.0,,167.0,,3090.0,55468.0,52809.0,,,1068.0,,4436.0,47150.0,67800.0,,,-23076.0,,2605.0,61607.0,68670.0,,,-9727.0,,3090.0,55468.0,52809.0,,,1186.0
7703595570,5052529,Москва,,26380.0,1166238.0,1016200.0,-21476.0,533.0,85274.0,,23083.0,428084.0,378344.0,-2127.0,,15731.0,,5133.0,948218.0,758255.0,-29131.0,,116073.0,,5118.0,358129.0,266085.0,-8624.0,,34127.0,,5263.0,1043523.0,754116.0,-45086.0,,178954.0,,5133.0,948218.0,758255.0,-29131.0,,116073.0
7813059155,7051667,Санкт-Петербург,,3899.0,15682.0,11034.0,0.0,4557.0,-143436.0,,5371.0,1212912.0,1801451.0,146526.0,6430.0,-1004734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7743373485,11757735,Москва,,942.0,144265.0,127197.0,-701.0,3235.0,-1719.0,,942.0,85156.0,37412.0,-4307.0,4973.0,833.0,,942.0,199800.0,197164.0,2006.0,878.0,1219.0,,,,,,,0.0,,,,,,,,,,,,,,
3328412522,5665425,Владимир,,50322.0,1123733.0,979810.0,-22345.0,499.0,87035.0,,45436.0,593130.0,531134.0,-6336.0,874.0,25011.0,,42671.0,249303.0,207411.0,-3802.0,1070.0,15432.0,,26658.0,158481.0,135798.0,-508.0,506.0,3551.0,,21427.0,117381.0,95202.0,-1548.0,,4197.0,,17361.0,147611.0,118663.0,-2853.0,,10967.0
7728135831,7115565,Москва,,98197.0,539380.0,421348.0,-6274.0,,7068.0,,157048.0,806676.0,798977.0,-4458.0,,-188761.0,,128784.0,587933.0,445243.0,-1943.0,,7773.0,,15403.0,406098.0,380527.0,-1328.0,,10186.0,,0.0,36363.0,26513.0,-235.0,,7923.0,,365.0,37684.0,37149.0,-39.0,,155.0
3664004054,3971160,Воронеж,,74026.0,215490.0,195656.0,-2818.0,2382.0,11228.0,,81273.0,232773.0,215263.0,-2530.0,1961.0,10109.0,,66766.0,189362.0,164303.0,-4411.0,,17573.0,,69769.0,142942.0,136492.0,-397.0,,1574.0,,73559.0,138029.0,128098.0,-1457.0,13.0,5647.0,,75101.0,95663.0,90084.0,-913.0,,3335.0
2465006513,5525079,Красноярск,,9348.0,61417.0,22162.0,-1946.0,0.0,6826.0,,9709.0,82129.0,53801.0,-1137.0,33.0,4837.0,,9668.0,64565.0,38222.0,-1731.0,0.0,5275.0,,10308.0,76412.0,53901.0,-649.0,312.0,3068.0,,8189.0,51419.0,28048.0,-985.0,35.0,2669.0,,8440.0,40331.0,19697.0,-461.0,,500.0
5902115094,2606257,Пермь,,12510.0,88109.0,78778.0,-71.0,,800.0,,15373.0,112635.0,105023.0,,,58.0,,3883.0,216861.0,209548.0,106.0,17.0,350.0,,4231.0,757338.0,742430.0,-1297.0,1.0,3511.0,,4901.0,97279.0,86811.0,-237.0,15.0,4878.0,,3883.0,216861.0,209548.0,106.0,17.0,350.0
2539030721,5362511,Владивосток,,332.0,298305.0,286837.0,-1622.0,,9558.0,,382.0,132133.0,134922.0,,,-3069.0,,0.0,338042.0,336555.0,-118.0,36.0,457.0,,36.0,220932.0,220526.0,-10.0,33.0,8.0,,36.0,220932.0,220526.0,-10.0,33.0,8.0,,106.0,135995.0,135240.0,-13.0,418.0,2.0
7704697207,5617920,Москва,,0.0,2.0,5100.0,,,-8989.0,,,,,,,-201552.0,,1172.0,0.0,0.0,,,0.0,,1172.0,99755.0,100801.0,,,-115065.0,,466090.0,384885.0,551250.0,62919.0,4104.0,-250506.0,,596336.0,1329743.0,1107078.0,-1307.0,23122.0,5227.0
5000000218,4619380,Москва,,26.0,129159.0,109492.0,-11.0,0.0,-19403.0,,30.0,59414.0,41660.0,-89.0,215.0,933.0,,45.0,136519.0,111791.0,-1007.0,,2443.0,,7212.0,508680.0,444501.0,-8278.0,,16630.0,,7741.0,1076863.0,959339.0,-8198.0,,24833.0,,8991.0,431795.0,341212.0,-2113.0,,5426.0
6731010189,3397072,Смоленск,,17929.0,27115.0,14828.0,,,-33795.0,,18641.0,23332.0,29887.0,,,832.0,,18973.0,52547.0,54949.0,-614.0,,1077.0,,19921.0,47954.0,51443.0,,,4423.0,,19331.0,58027.0,50495.0,-622.0,,7715.0,,20045.0,63579.0,48512.0,-532.0,,20029.0
5044125655,11863703,Москва,0.0,11685.0,3337029.0,2994200.0,-13556.0,1711.0,73880.0,,19819.0,3724263.0,3435999.0,-9442.0,1297.0,50400.0,556.0,36047.0,1943311.0,1622295.0,-24623.0,,84877.0,,28175.0,1565455.0,1229200.0,-38676.0,,153488.0,,,,,,,,,,,,,,
541001957,1740,Махачкала,,28226.0,160774.0,145973.0,-212.0,,472.0,,30096.0,420870.0,404136.0,-593.0,,1306.0,,30673.0,557724.0,550624.0,-304.0,,746.0,,27027.0,160233.0,134259.0,-1359.0,,5187.0,,40577.0,748898.0,734753.0,-349.0,,1005.0,,30673.0,557724.0,550624.0,-304.0,,746.0
7743356592,11547532,Москва,,0.0,193778.0,193658.0,-3.0,,13.0,,390.0,2071.0,2052.0,-2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508045333,5476291,Находка,,13035.0,48889.0,55836.0,,,-10971.0,,14462.0,55704.0,66827.0,,,-13662.0,,15624.0,34425.0,53139.0,0.0,,-21347.0,,4575.0,125292.0,92805.0,6639.0,,23633.0,,5867.0,136057.0,54693.0,-8027.0,,29011.0,,6998.0,176841.0,82011.0,-11592.0,,43118.0
7702066809,6678813,Москва,,17223.0,139562.0,114040.0,-2131.0,0.0,8573.0,,19024.0,67046.0,48507.0,-4.0,381.0,-2680.0,,534.0,23457.0,32374.0,-318.0,113.0,-1358.0,,23895.0,77319.0,66774.0,-263.0,77.0,1045.0,,24585.0,83507.0,69449.0,-586.0,112.0,2253.0,,26238.0,40901.0,34414.0,-391.0,400.0,1531.0
7714863020,2142195,Москва,451.0,16591.0,111272.0,49078.0,-5128.0,1033.0,12346.0,771.0,19381.0,69055.0,19863.0,-1473.0,84.0,5185.0,1207.0,20605.0,198385.0,135259.0,-1723.0,0.0,7537.0,1643.0,23039.0,39960.0,33211.0,-595.0,65.0,1679.0,2006.0,42450.0,11203.0,12128.0,4253.0,79.0,-18358.0,2510.0,42274.0,29628.0,13287.0,,3.0,-232.0
7814027004,7051564,Санкт-Петербург,,2341.0,46839.0,46829.0,0.0,0.0,0.0,,2341.0,226298.0,216417.0,201.0,5710.0,803.0,,1882.0,329710.0,316976.0,-1397.0,,5403.0,,3128.0,101643.0,98569.0,-812.0,,1629.0,,3475.0,186651.0,186660.0,2.0,,8.0,,1882.0,329710.0,322146.0,1397.0,,5403.0
6315336069,2983708,Самара,,9425.0,2758.0,0.0,1555.0,597.0,-4855.0,,11648.0,312052.0,274148.0,-1042.0,11965.0,2294.0,,8339.0,1036535.0,968259.0,-1317.0,32210.0,3844.0,,8687.0,1200975.0,1144146.0,-2844.0,8009.0,10667.0,0.0,9615.0,1364708.0,1280138.0,-7598.0,18558.0,27554.0,31.0,9736.0,1528437.0,1460168.0,-4517.0,7354.0,17563.0
5025012896,5950195,Долгопрудный,,4984.0,0.0,0.0,-11270.0,0.0,42263.0,,17864.0,1353.0,21671.0,-25742.0,45.0,101402.0,,300381.0,4312.0,28066.0,-13958.0,737.0,30347.0,,153132.0,937.0,30017.0,-23152.0,6523.0,56477.0,0.0,1241040.0,21339.0,53045.0,0.0,2139.0,-92740.0,,2187644.0,562692.0,728752.0,-1624.0,852.0,-33273.0
3123040930,1105465,Белгород,,12816.0,46761.0,3629.0,-2926.0,,6548.0,,19251.0,222337.0,147854.0,-14848.0,,14058.0,,15542.0,4987.0,2086.0,-1113.0,,1445.0,,26093.0,149060.0,111863.0,-6785.0,,6192.0,,16136.0,58083.0,23343.0,-4315.0,0.0,5357.0,,26990.0,77484.0,56620.0,-1888.0,1770.0,6387.0
7714046959,4136308,Москва,,4790.0,80532.0,143349.0,719254.0,547475.0,210533.0,,8841.0,174384.0,124507.0,36902.0,416342.0,-197226.0,0.0,10624.0,51080.0,59339.0,94104.0,458727.0,-484114.0,73.0,11982.0,462493.0,356730.0,43058.0,327641.0,-105227.0,85.0,12225.0,2514668.0,1492377.0,8187.0,465118.0,-132460.0,98.0,13538.0,7222840.0,10060991.0,644029.0,873403.0,-4097324.0
5263001814,2372648,Нижний Новгород,,25890.0,98400.0,73576.0,-210.0,,317.0,,26683.0,88392.0,75100.0,-177.0,,180.0,,25686.0,49923.0,56779.0,-123.0,,157.0,,25407.0,117318.0,95282.0,-382.0,,283.0,,26468.0,95542.0,89854.0,-155.0,0.0,557.0,,33087.0,314157.0,255485.0,-204.0,17886.0,332.0
6450042805,6277778,Саратов,,,416593.0,395522.0,-1429.0,,209.0,,,225684.0,209798.0,-196.0,,1628.0,,,104839.0,99271.0,-383.0,,1526.0,,,3493.0,,-89.0,,351.0,,0.0,6611.0,3722.0,368.0,136.0,-592.0,,5.0,18641.0,12579.0,-30.0,,246.0
2466000401,5466240,Красноярск,,139192.0,22213.0,9953.0,-18514.0,,-17223.0,,151252.0,37878.0,55883.0,-388.0,,-1874.0,,185117.0,50728.0,85238.0,3993.0,,-24430.0,,205445.0,54855.0,31271.0,5387.0,,-21870.0,,231059.0,106513.0,150525.0,3033.0,,-28202.0,,356450.0,281648.0,297672.0,29217.0,,-120818.0
3728001189,1807346,Москва,1375000.0,767638.0,903484.0,457977.0,-53696.0,88743.0,111332.0,1475000.0,2688868.0,1192868.0,560009.0,-46378.0,96741.0,162439.0,,3042914.0,1624946.0,584951.0,-123593.0,103483.0,487941.0,,3448339.0,1919997.0,790385.0,-155332.0,135026.0,631217.0,,2227319.0,1043490.0,911283.0,-13905.0,84826.0,41607.0,,624883.0,749274.0,745549.0,-3818.0,9174.0,9729.0
6013000288,6097592,Остров,,3335.0,8771.0,12847.0,244.0,,-4090.0,,4795.0,8923.0,15483.0,390.0,,-7006.0,,6409.0,14397.0,13079.0,543.0,,802.0,,8098.0,8585.0,9658.0,262.0,,1372.0,,8635.0,8375.0,10987.0,-226.0,,-2805.0,,11094.0,18947.0,24655.0,-752.0,,-5794.0
6670160730,3400351,Екатеринбург,,232.0,1520188.0,1526188.0,-3647.0,,13271.0,,15.0,1214657.0,1242722.0,-2818.0,,9787.0,,60.0,1150122.0,-1171484.0,-4199.0,,15417.0,,106.0,1179011.0,-1173839.0,-5712.0,,21402.0,,31.0,1006929.0,-997612.0,-365.0,,2.0,,76.0,1110226.0,-1095354.0,-1701.0,,4641.0
4006002065,5793466,Жиздра,450.0,47.0,15040.0,15922.0,,,-1416.0,450.0,267.0,18633.0,16396.0,,,1518.0,450.0,487.0,12262.0,10587.0,,,1675.0,450.0,707.0,13986.0,13511.0,,,475.0,450.0,825.0,11401.0,11178.0,,,223.0,450.0,876.0,13462.0,11766.0,,,1696.0
7733799210,1608392,Ярославль,,9204.0,124245.0,125382.0,3248.0,,2297.0,,15827.0,162470.0,146250.0,3296.0,,12267.0,,15463.0,163760.0,134421.0,-1619.0,,9454.0,,19386.0,135884.0,111309.0,-1674.0,,5257.0,,11198.0,148214.0,115637.0,-1426.0,40.0,6190.0,,6955.0,100867.0,72474.0,-998.0,108.0,6092.0
1653008582,6725963,Казань,59515.0,232.0,34835.0,29326.0,1979.0,29.0,-1933.0,60149.0,590.0,98207.0,77657.0,-196.0,,-1013.0,76868.0,948.0,19784.0,8158.0,555.0,,-24601.0,105951.0,1305.0,23002.0,12285.0,-53.0,,-37332.0,65125.0,1101.0,19788.0,41035.0,-5285.0,,-18508.0,74578.0,1309.0,29779.0,6743.0,-157.0,,235.0
6517004027,7006096,Тымовский,,7347.0,9022.0,544.0,,0.0,-1541.0,,7728.0,23187.0,8916.0,,0.0,-1856.0,,48519.0,72830.0,35918.0,0.0,2960.0,-12698.0,,48253.0,124439.0,68285.0,397.0,3053.0,-2748.0,,45192.0,65038.0,37889.0,,2612.0,-9219.0,,48519.0,72830.0,35918.0,,2960.0,-12698.0
2528000926,5483298,Тернейский,,29305.0,34778.0,34729.0,0.0,,-463.0,,29280.0,41504.0,42014.0,-415.0,,-1573.0,,29822.0,48581.0,45240.0,-485.0,,2323.0,,29646.0,39036.0,37160.0,-281.0,,1283.0,,24600.0,53831.0,49045.0,-718.0,,4027.0,,24637.0,38038.0,37160.0,-380.0,,498.0
7705585440,4664933,Москва,,,77418.0,74911.0,-462.0,,1847.0,,,126884.0,123705.0,-605.0,,2421.0,,,133789.0,129627.0,-817.0,,3266.0,,,46126.0,45597.0,-95.0,,380.0,,0.0,62065.0,59430.0,-509.0,,2037.0,,46.0,134136.0,127877.0,-1223.0,,4894.0
7720725959,3871323,Москва,,,12550.0,6776.0,-1132.0,2154.0,4519.0,,,,,-3.0,1664.0,22.0,,,26256.0,17421.0,-1098.0,3715.0,4940.0,,,13064.0,10888.0,-25.0,412.0,94.0,,0.0,29226.0,22459.0,-94.0,3218.0,361.0,,,38771.0,35135.0,-39.0,,156.0
7719243661,5334681,Москва,45.0,2251.0,162736.0,130372.0,-817.0,,2473.0,54.0,4243.0,67865.0,49021.0,-86.0,,4.0,63.0,7271.0,55908.0,36208.0,-42.0,,9.0,72.0,10271.0,85761.0,65310.0,-389.0,,1513.0,81.0,11490.0,72498.0,54223.0,-60.0,975.0,-4418.0,93.0,14192.0,430904.0,357955.0,-8735.0,975.0,34868.0
7720019008,7142336,Москва,,36228.0,96507.0,90033.0,2516.0,,-7659.0,,43278.0,79957.0,70253.0,6508.0,,-27131.0,,3581.0,41916.0,34628.0,168.0,,-889.0,,5034.0,52340.0,41187.0,-730.0,,2852.0,,5564.0,155205.0,137550.0,-1468.0,,6660.0,,2233.0,95302.0,73739.0,-2846.0,,9897.0
3906034170,5821596,Калининград,,1680.0,16419.0,10616.0,,,535.0,,1659.0,14316.0,8313.0,,,403.0,,2043.0,11697.0,5350.0,,,21.0,,2222.0,12953.0,5797.0,,,738.0,,1865.0,13005.0,7373.0,,,-318.0,,2043.0,11697.0,5350.0,,,21.0
7714406538,9894816,Москва,,1065.0,249511.0,246928.0,3077.0,3012.0,-19920.0,,4411.0,433034.0,397541.0,-1813.0,1694.0,2042.0,,6064.0,366471.0,342626.0,-1520.0,,44.0,,13690.0,557154.0,529035.0,-899.0,,2129.0,,,,,,,,,,,,,,
5534008911,6935964,Таврический,,4292.0,20210.0,17031.0,-305.0,,333.0,,5005.0,24232.0,20093.0,-143.0,,299.0,,4188.0,36565.0,33834.0,-405.0,,1493.0,,1287.0,35703.0,32677.0,-478.0,,1744.0,,3284.0,35662.0,29218.0,-214.0,,778.0,,4188.0,36565.0,33834.0,-405.0,,1493.0
3903008430,5832296,Светлогорск,,112.0,54410.0,50893.0,,0.0,2840.0,,196.0,52083.0,47328.0,,0.0,3369.0,,137.0,79198.0,69234.0,,0.0,8889.0,,275.0,21135.0,19271.0,,0.0,1268.0,,417.0,33113.0,26690.0,,0.0,5464.0,,573.0,47670.0,37972.0,,0.0,8755.0
4023002467,5803013,Киров,376.0,128610.0,506528.0,400742.0,-5942.0,7556.0,7713.0,5.0,122136.0,550004.0,464268.0,-2312.0,2556.0,3796.0,5.0,113328.0,393791.0,346006.0,9448.0,2789.0,885.0,5.0,64645.0,470880.0,413831.0,-909.0,4075.0,1759.0,5.0,51832.0,550399.0,524219.0,-1207.0,0.0,293.0,5.0,43663.0,389066.0,366321.0,-1809.0,373.0,412.0
7719258347,4134028,Москва,,0.0,0.0,96.0,0.0,,-2070.0,,,9594.0,17574.0,37.0,,127.0,,12.0,53920.0,47472.0,-167.0,,628.0,,28.0,78811.0,70989.0,-345.0,,1305.0,,261.0,136946.0,127349.0,-1174.0,,3425.0,,525.0,274205.0,259866.0,-691.0,,2587.0
7729655368,862851,Москва,,1467.0,8314.0,7385.0,27.0,273.0,-588.0,,8239.0,146575.0,104047.0,-409.0,75.0,347.0,,9258.0,125195.0,55160.0,-1152.0,,1219.0,,12559.0,1434170.0,1211431.0,-16239.0,,52915.0,,,,,,,,,,,,,,
7604156684,4344344,Ярославль,,,,,,,-442.0,,,,,,,-646.0,47.0,0.0,81338.0,65692.0,220.0,,-10161.0,59.0,718.0,113380.0,82641.0,1376.0,,-4440.0,71.0,1015.0,139603.0,98145.0,-136.0,,144.0,83.0,462.0,100921.0,90851.0,4860.0,,-19665.0
7017334036,7980233,Томск,1317.0,85431.0,2682122.0,2442896.0,-24594.0,601.0,93020.0,1028.0,81501.0,1766557.0,1613367.0,-12061.0,4952.0,43596.0,,9659.0,343965.0,269306.0,-7551.0,3550.0,31648.0,,4549.0,592553.0,485389.0,-13102.0,8862.0,20101.0,,28128.0,751496.0,613148.0,-17820.0,3528.0,68586.0,,9659.0,343965.0,269306.0,-7551.0,3550.0,31648.0
9701004970,9359140,Москва,,68775.0,1394181.0,1363741.0,651.0,11035.0,-13213.0,,54199.0,1534289.0,1498283.0,-554.0,8847.0,2181.0,,10086.0,1124718.0,1088486.0,-2180.0,4111.0,655.0,,4940.0,939184.0,903835.0,-361.0,7013.0,5.0,,10281.0,933538.0,943640.0,-882.0,14787.0,2863.0,,9046.0,948300.0,884450.0,-3693.0,13634.0,14561.0
6228038066,3016871,Рязань,,0.0,6271.0,4733.0,-15.0,,0.0,,406.0,47267.0,26164.0,-36.0,,150.0,,1251.0,247949.0,233709.0,-219.0,,879.0,,3449.0,385223.0,360384.0,-810.0,,3205.0,,3363.0,87507.0,51850.0,-366.0,,1419.0,,314.0,88690.0,39415.0,-535.0,,2099.0
3627008639,6825380,Россошь,,59178.0,795566.0,691368.0,-821.0,0.0,351.0,,57342.0,375932.0,305332.0,-1617.0,2574.0,652.0,,17735.0,202177.0,162666.0,-559.0,3988.0,455.0,,16485.0,177863.0,170784.0,-477.0,2409.0,585.0,,13187.0,365100.0,330785.0,-421.0,988.0,1166.0,,13344.0,411353.0,385906.0,,1920.0,1288.0
